model,param,layer,type,shape,n,O1,O2,O3,O4,O5,O6,O7,H_ct,G_ct,K_ct,H_mp,G_mp,K_mp
GPT2-Medium,transformer.h.8.attn.c_attn.weight,8,attn_input,"(1024, 3072)",3145728,-0.12179121281951666,-0.0702552329748869,-0.03271976625546813,3.158527943014633e-05,0.03290711063891649,0.07046604715287685,0.12207224126905203,0.08087855408666655,0.001129483451736475,0.5796552049739071,0.07036064006388187,0.0010491918421692752,0.6332964603234117
GPT2-Medium,transformer.h.8.attn.c_proj.weight,8,attn_output,"(1024, 1024)",1048576,-0.09879962354898453,-0.0574877830222249,-0.027016926323994994,3.660346192191355e-05,0.026899764547124505,0.05737462732940912,0.09876313246786594,0.06558918999508023,-0.0010052626121593567,0.5755859461929299,0.05743120517581701,-0.0016224856860402508,0.6252962335805948
GPT2-Medium,transformer.h.8.mlp.c_fc.weight,8,ffn_input,"(1024, 4096)",4194304,-0.11795605067163706,-0.06800510175526142,-0.03152739396318793,0.0009141653426922858,0.03342306986451149,0.07009464874863625,0.12017678283154964,0.07913129887310788,0.0013534585360377438,0.5766519032673582,0.06904987525194883,0.0018915045612836246,0.6270191258260074
GPT2-Medium,transformer.h.8.mlp.c_proj.weight,8,ffn_output,"(4096, 1024)",4194304,-0.09357465710490942,-0.05432114005088806,-0.025468994164839387,-6.129220537332003e-06,0.02550590643659234,0.05424116551876068,0.09350129961967468,0.06212849510484375,0.00020048608118526664,0.5764582209474362,0.05428115278482437,-0.0006237532511620503,0.626833850888677
GPT2-Medium,transformer.h.9.attn.c_attn.weight,9,attn_input,"(1024, 3072)",3145728,-0.11904494557529688,-0.06837200745940208,-0.03168404381722212,0.00011209887452423573,0.031866489443928,0.06853027455508709,0.11916838772594929,0.07893587945727631,-0.0004681994067872538,0.5819338582911463,0.06845114100724459,-0.00048158914806466436,0.6379104769839061
GPT2-Medium,transformer.h.9.attn.c_proj.weight,9,attn_output,"(1024, 1024)",1048576,-0.09895816538482904,-0.05714771710336208,-0.026815372053533792,-1.9518713997968007e-05,0.026892540976405144,0.057182262651622295,0.09875195659697056,0.06569926819065586,-0.0005708986335801399,0.5781044981137243,0.05716498987749219,0.0006436017605691914,0.6297657414987108
GPT2-Medium,transformer.h.9.mlp.c_fc.weight,9,ffn_input,"(1024, 4096)",4194304,-0.1185316601768136,-0.06894366815686226,-0.03244925756007433,-5.7932516938308254e-05,0.03240001434460282,0.06893832609057426,0.11870336998254061,0.07881111471215263,0.0013347483440669852,0.5755983482880334,0.06894099712371826,0.0008015765088970415,0.6251206301285493
GPT2-Medium,transformer.h.9.mlp.c_proj.weight,9,ffn_output,"(4096, 1024)",4194304,-0.10011366568505764,-0.057940165512263775,-0.02718219719827175,4.640766383090522e-05,0.02723139268346131,0.058055768720805645,0.10019681416451931,0.0665225425909739,-0.00038602672450537007,0.5775433686838651,0.05799796711653471,0.00019645413462744497,0.6288879473770813
GPT2-Medium,transformer.h.10.attn.c_attn.weight,10,attn_input,"(1024, 3072)",3145728,-0.12159876804798841,-0.069847472012043,-0.03251248365268111,-2.1616015146719292e-05,0.03250200999900699,0.06990140117704868,0.12150713708251715,0.0806079312460497,-0.0003741010074080273,0.5816511844396071,0.06987443659454584,0.0006952556616871996,0.6371837118065531
GPT2-Medium,transformer.h.10.attn.c_proj.weight,10,attn_output,"(1024, 1024)",1048576,-0.09954885765910149,-0.05750142317265272,-0.02705411263741553,-7.184542482718825e-05,0.026885753264650702,0.057363332249224186,0.09946756716817617,0.06614242016803473,0.00019275763977384623,0.5790438143552064,0.057432377710938454,4.8752345358448345e-05,0.6315103287878522
GPT2-Medium,transformer.h.10.mlp.c_fc.weight,10,ffn_input,"(1024, 4096)",4194304,-0.1177453575655818,-0.0685227308422327,-0.03232105914503336,-0.00017230171943083405,0.03212015051394701,0.06845670938491821,0.11778648290783167,0.07824503374285996,0.0016472400135879365,0.5752735879397392,0.06848972011357546,0.002033750328408472,0.6245120819982769
GPT2-Medium,transformer.h.10.mlp.c_proj.weight,10,ffn_output,"(4096, 1024)",4194304,-0.10224385000765324,-0.059194888919591904,-0.027666402980685234,6.22745938017033e-05,0.027779689757153392,0.05919132102280855,0.10217901784926653,0.06785430773743428,-0.0006368370596680905,0.577627414044805,0.05919310497120023,-0.0010821960129401263,0.6291981776913215
GPT2-Medium,transformer.h.11.attn.c_attn.weight,11,attn_input,"(1024, 3072)",3145728,-0.11850572563707829,-0.06863781623542309,-0.03215364599600434,1.6352732018276583e-05,0.03220125753432512,0.06861613318324089,0.11841173470020294,0.07866364909568802,-0.000360067753737617,0.5773718872426714,0.06862697470933199,-0.0003962619396316979,0.6286251052805278
GPT2-Medium,transformer.h.11.attn.c_proj.weight,11,attn_output,"(1024, 1024)",1048576,-0.10420807916671038,-0.06022335961461067,-0.0283042024821043,0.00013212079647928476,0.028415619861334562,0.06036899145692587,0.10419397428631783,0.06927261565579101,-0.0019060427954679816,0.5776974899408721,0.06029617553576827,-0.0009835594844072,0.628904859063615
GPT2-Medium,transformer.h.11.mlp.c_fc.weight,11,ffn_input,"(1024, 4096)",4194304,-0.11875297129154205,-0.06935961917042732,-0.032859425991773605,-0.0003810516936937347,0.03210956556722522,0.06865496188402176,0.11815717350691557,0.0787010308704339,0.0006682782458229164,0.5744138272254987,0.06900729052722454,0.00041623211506357146,0.6229093764072113
GPT2-Medium,transformer.h.11.mlp.c_proj.weight,11,ffn_output,"(4096, 1024)",4194304,-0.1053388137370348,-0.061068505980074406,-0.0286789839155972,-1.3771913813798164e-06,0.02869655005633831,0.061107962392270565,0.10531339887529612,0.06996628787601367,-0.00016336699271518848,0.5767112571127252,0.061088234186172485,0.000345490383878812,0.6272757785618317
GPT2-Medium,transformer.h.12.attn.c_attn.weight,12,attn_input,"(1024, 3072)",3145728,-0.12079307157546282,-0.06973015516996384,-0.032559209037572145,-6.777977250749245e-05,0.03249898925423622,0.06972155347466469,0.12082522828131914,0.08014075964456424,0.0007412775039930466,0.5795396337272406,0.06972585432231426,0.0009104072725230576,0.6330510514392841
GPT2-Medium,transformer.h.12.attn.c_proj.weight,12,attn_output,"(1024, 1024)",1048576,-0.10499690007418394,-0.06079743057489395,-0.028493818594142795,-4.920452010992449e-05,0.028588318964466453,0.06094713136553764,0.10528007242828608,0.06982352578779683,0.002197061697727743,0.5776694989332659,0.0608722809702158,0.0020379541139992656,0.6291650013033744
GPT2-Medium,transformer.h.12.mlp.c_fc.weight,12,ffn_input,"(1024, 4096)",4194304,-0.11797899100929499,-0.06880403496325016,-0.03243786096572876,3.8752708860556595e-05,0.03247615648433566,0.06888002716004848,0.11807229649275541,0.0784409738262184,-0.0001070917643564766,0.5737047808456496,0.06884203106164932,-1.099053078077757e-05,0.6214854043844572
GPT2-Medium,transformer.h.12.mlp.c_proj.weight,12,ffn_output,"(4096, 1024)",4194304,-0.10788349993526936,-0.06259317323565483,-0.02930238237604499,-2.2469786927103996e-05,0.029331777477636933,0.06268510408699512,0.10794404149055481,0.0716035686491523,0.000463850071269432,0.5765808157229233,0.06263913866132498,0.001092531188324028,0.627376848291488
GPT2-Medium,transformer.h.13.attn.c_attn.weight,13,attn_input,"(1024, 3072)",3145728,-0.12224405631422997,-0.07056252658367157,-0.03283011447638273,8.76416424944182e-06,0.03295293124392629,0.07062332704663277,0.12240147590637207,0.08111425332026556,0.0010001245351057575,0.579679381387497,0.07059292681515217,0.00030649058209203806,0.633429206613876
GPT2-Medium,transformer.h.13.attn.c_proj.weight,13,attn_output,"(1024, 1024)",1048576,-0.10341746918857098,-0.059851801954209805,-0.02800183673389256,0.0001310759034822695,0.02804304054006934,0.05984410084784031,0.10329634603112936,0.06861053398461081,-0.0023191829938227692,0.5777148859496507,0.05984795140102506,-0.0022544874721427176,0.6293821861008505
GPT2-Medium,transformer.h.13.mlp.c_fc.weight,13,ffn_input,"(1024, 4096)",4194304,-0.11933975853025913,-0.06981313973665237,-0.033310947474092245,-0.0007579825178254396,0.03187747998163104,0.0685383789241314,0.11791750136762857,0.07882925309240818,7.327197797374659e-05,0.5738758724866841,0.06917575933039188,0.0017434157966946012,0.62185378992496
GPT2-Medium,transformer.h.13.mlp.c_proj.weight,13,ffn_output,"(4096, 1024)",4194304,-0.11125617194920778,-0.06467228941619396,-0.030319646932184696,-7.12976020622591e-06,0.03038113727234304,0.06478232145309448,0.11127263400703669,0.07384744359296747,0.00011989447156917472,0.5753810709734692,0.06472730543464422,0.0009601168817267583,0.6250376895231489
GPT2-Medium,transformer.h.14.attn.c_attn.weight,14,attn_input,"(1024, 3072)",3145728,-0.119812723249197,-0.06949234753847122,-0.0325272805057466,0.000149668674566783,0.03277398878708482,0.0697387084364891,0.11990938987582922,0.07957600441295654,-0.0010366606012818561,0.5761385662813435,0.06961552798748016,-0.00038049306417104346,0.6263719060766267
GPT2-Medium,transformer.h.14.attn.c_proj.weight,14,attn_output,"(1024, 1024)",1048576,-0.10430830344557762,-0.0606501717120409,-0.028440411435440183,-6.893073077662848e-05,0.02848013606853783,0.060461110435426235,0.10416044108569622,0.06924316397635266,0.0010924457815391169,0.5758563667821741,0.06055564107373357,-0.0004227501695429768,0.6256568105800754
GPT2-Medium,transformer.h.14.mlp.c_fc.weight,14,ffn_input,"(1024, 4096)",4194304,-0.11933576688170433,-0.06985951028764248,-0.03333580447360873,-0.0005732518038712442,0.03226899588480592,0.06885863468050957,0.11831709183752537,0.07904208591207862,0.0005239530663749479,0.5731265461775139,0.06935907248407602,0.0010498121975536154,0.6201353773881388
GPT2-Medium,transformer.h.14.mlp.c_proj.weight,14,ffn_output,"(4096, 1024)",4194304,-0.11707358807325363,-0.06798822246491909,-0.031885042786598206,1.659103963902453e-05,0.03193796752020717,0.06802207604050636,0.11709940526634455,0.07774592674104497,5.7543708900819165e-05,0.5760930344344294,0.06800514925271273,4.937099003549344e-06,0.6262392807923937
GPT2-Medium,transformer.h.15.attn.c_attn.weight,15,attn_input,"(1024, 3072)",3145728,-0.11922570411115885,-0.06938604265451431,-0.03268468892201781,-2.690114160941448e-05,0.03258369630202651,0.06943173334002495,0.1191843431442976,0.07917496818117797,-0.0004787387441850799,0.5747479401787421,0.06940888799726963,0.0007167163428218166,0.6236292895162904
GPT2-Medium,transformer.h.15.attn.c_proj.weight,15,attn_output,"(1024, 1024)",1048576,-0.10905172396451235,-0.06316006928682327,-0.02958511747419834,5.220878301770426e-05,0.029733288334682584,0.06331218965351582,0.1091504069045186,0.07245213651913218,3.217711174716448e-05,0.5771189741013092,0.06323612947016954,0.00037717995279611,0.6281366617129075
GPT2-Medium,transformer.h.15.mlp.c_fc.weight,15,ffn_input,"(1024, 4096)",4194304,-0.11967367120087147,-0.07027450017631054,-0.03351943101733923,-0.000680215482134372,0.032197438180446625,0.06894340552389622,0.1184473130851984,0.07913471863139421,0.0007248087693720746,0.5724827724534204,0.06960895285010338,0.0002107222609539552,0.6191880068198296
GPT2-Medium,transformer.h.15.mlp.c_proj.weight,15,ffn_output,"(4096, 1024)",4194304,-0.12305634934455156,-0.07151555828750134,-0.03349642641842365,-2.8457878215704113e-05,0.03358426224440336,0.0716213546693325,0.12322884798049927,0.08172797900624573,0.0012190954333163911,0.5758822534610569,0.07156845647841692,0.0011367587500762076,0.6259898476232576
GPT2-Medium,transformer.h.16.attn.c_attn.weight,16,attn_input,"(1024, 3072)",3145728,-0.12107996549457312,-0.0703950747847557,-0.03303766017779708,-2.5263026145694312e-05,0.03287755837664008,0.07031142339110374,0.12110824417322874,0.08036216103937477,-4.0538934458642685e-05,0.5760801293795474,0.07035324908792973,-0.00023542154619733734,0.6263853958367052
GPT2-Medium,transformer.h.16.attn.c_proj.weight,16,attn_output,"(1024, 1024)",1048576,-0.11274699307978153,-0.06543179415166378,-0.030666970182210207,5.795245851913933e-05,0.030709300190210342,0.06537524424493313,0.11256002821028233,0.07480447477428243,-0.0013107913021847511,0.5762961040991577,0.06540351919829845,-0.001318391012309756,0.6266128830950894
GPT2-Medium,transformer.h.16.mlp.c_fc.weight,16,ffn_input,"(1024, 4096)",4194304,-0.11993431951850653,-0.07036366313695908,-0.033549705520272255,-0.0005979779525659978,0.03242483036592603,0.06925016641616821,0.11877200286835432,0.07935186446411535,0.00023509474166466643,0.5722172012600748,0.06980691477656364,0.0005906233258199857,0.6186055745821831
GPT2-Medium,transformer.h.16.mlp.c_proj.weight,16,ffn_output,"(4096, 1024)",4194304,-0.13004814833402634,-0.07543092966079712,-0.03531752293929458,8.593982420279644e-05,0.035469514317810535,0.07552625425159931,0.13006485998630524,0.08634822111343965,-0.0005386021246943082,0.5765239071307925,0.07547859195619822,-0.0005071309335488576,0.6270849990587273
GPT2-Medium,transformer.h.17.attn.c_attn.weight,17,attn_input,"(1024, 3072)",3145728,-0.12051410973072052,-0.0703002754598856,-0.03300036583095789,4.682940380007494e-05,0.03310622414574027,0.07020881399512291,0.12045029457658529,0.08002435049274936,-0.00010244197317744048,0.5740011200823258,0.07025454472750425,-0.0013174967760510164,0.6222295476001847
GPT2-Medium,transformer.h.17.attn.c_proj.weight,17,attn_output,"(1024, 1024)",1048576,-0.11450991965830326,-0.06660866364836693,-0.03132286434993148,3.5654371458804235e-05,0.03124353662133217,0.06659398972988129,0.11449456680566072,0.07603841944364831,-0.0008875922237324182,0.5753208423929915,0.06660132668912411,-0.0006455026174222652,0.6247551429027292
GPT2-Medium,transformer.h.17.mlp.c_fc.weight,17,ffn_input,"(1024, 4096)",4194304,-0.11989832017570734,-0.07026726566255093,-0.03335230750963092,-0.0003544438804965466,0.0327885658480227,0.06973002292215824,0.11943478044122458,0.07955341809429228,0.0013013148214184183,0.5721757753744594,0.06999864429235458,0.0012260596068369555,0.6185556485063053
GPT2-Medium,transformer.h.17.mlp.c_proj.weight,17,ffn_output,"(4096, 1024)",4194304,-0.1347387358546257,-0.07828452065587044,-0.03669140115380287,1.0233169177809032e-05,0.03674462577328086,0.07829593494534492,0.1349028665572405,0.08950899710180238,0.0007644092376606543,0.5762262464098254,0.07829022780060768,-5.781084776113334e-05,0.6265327774511199
GPT2-Medium,transformer.h.18.attn.c_attn.weight,18,attn_input,"(1024, 3072)",3145728,-0.12088363617658615,-0.0702538713812828,-0.03291516611352563,1.7312712770944927e-05,0.03298636805266142,0.0703667588531971,0.12097507249563932,0.08025493350578472,0.00019257091615719002,0.5756901060991816,0.07031031511723995,0.000556547401628782,0.6256449505760147
GPT2-Medium,transformer.h.18.attn.c_proj.weight,18,attn_output,"(1024, 1024)",1048576,-0.116469981148839,-0.06725533120334148,-0.031533874571323395,-6.749794238203322e-06,0.03151484299451113,0.06729949079453945,0.11646369099617004,0.0773546906420961,-0.0001782148180325603,0.5788034071270267,0.06727741099894047,0.0004285181223403664,0.6312852711508548
GPT2-Medium,transformer.h.18.mlp.c_fc.weight,18,ffn_input,"(1024, 4096)",4194304,-0.12012206576764584,-0.07046319171786308,-0.03349300241097808,-0.0004008941032225266,0.03276616847142577,0.0698729157447815,0.11957717034965754,0.07965037575922906,0.0008984839899754501,0.5717935310621609,0.07016805373132229,0.0015071832701342807,0.6179452614540657
GPT2-Medium,transformer.h.18.mlp.c_proj.weight,18,ffn_output,"(4096, 1024)",4194304,-0.14071264117956161,-0.08175943978130817,-0.03845353610813618,1.3440976545098238e-05,0.03851454006507993,0.08182399533689022,0.14081557281315327,0.09354025003267452,0.0003409866982290984,0.5756912300403865,0.0817917175590992,0.0002303020624590057,0.6252471030202184
GPT2-Medium,transformer.h.19.attn.c_attn.weight,19,attn_input,"(1024, 3072)",3145728,-0.12009702157229185,-0.06998448260128498,-0.032977085560560226,6.85393279127311e-05,0.03301220713183284,0.07013348117470741,0.12021062895655632,0.07983186276396737,-0.0006265119115385176,0.573953713874144,0.0700589818879962,8.507058820827722e-05,0.6220414325858287
GPT2-Medium,transformer.h.19.attn.c_proj.weight,19,attn_output,"(1024, 1024)",1048576,-0.12418548669666052,-0.07228600792586803,-0.03397839702665806,6.990098427195335e-06,0.03390795271843672,0.07230640761554241,0.12435039971023798,0.08251023467164487,0.0002828224129481863,0.5752570633398811,0.07229620777070522,4.439716146901402e-05,0.6246853819592865
GPT2-Medium,transformer.h.19.mlp.c_fc.weight,19,ffn_input,"(1024, 4096)",4194304,-0.12019179202616215,-0.07038905844092369,-0.033363142516463995,-0.00023327977396547794,0.032894826494157314,0.07007061131298542,0.11983158998191357,0.0797405891935341,2.755536438901371e-05,0.5720880505525434,0.07022983487695456,0.0010544836126425766,0.6185598090252464
GPT2-Medium,transformer.h.19.mlp.c_proj.weight,19,ffn_output,"(4096, 1024)",4194304,-0.146759781986475,-0.08530407398939133,-0.0400635302066803,0.00010444801955600269,0.04021721892058849,0.08536357805132866,0.1469428539276123,0.09757685638032854,7.134079596290059e-05,0.5756817208219248,0.08533382602035999,-0.0008753385623365197,0.6252558239211543
GPT2-Medium,transformer.h.20.attn.c_attn.weight,20,attn_input,"(1024, 3072)",3145728,-0.12021307554095984,-0.07010804116725922,-0.032936081290245056,-5.936767593084369e-05,0.032899199053645134,0.07006508111953735,0.12025298736989498,0.07981972314883024,0.0008925586581424083,0.574284913160337,0.07008656114339828,0.0005405836932474618,0.6229110820891437
GPT2-Medium,transformer.h.20.attn.c_proj.weight,20,attn_output,"(1024, 1024)",1048576,-0.12697035819292068,-0.07345564849674702,-0.03443704405799508,6.599237167392857e-05,0.03467238834127784,0.07363334484398365,0.12686698138713837,0.08433279115706682,-0.0007224788078808508,0.5771101397440102,0.07354449667036533,0.00031077514945585037,0.6279460583188069
GPT2-Medium,transformer.h.20.mlp.c_fc.weight,20,ffn_input,"(1024, 4096)",4194304,-0.12011844012886286,-0.07013360410928726,-0.0330425170250237,0.00016773163224570453,0.03341720253229141,0.07063896209001541,0.1205435749143362,0.07997750892536715,7.328913376916363e-05,0.5722359807909638,0.07038628309965134,0.0012068737597367314,0.6187366622245566
GPT2-Medium,transformer.h.20.mlp.c_proj.weight,20,ffn_output,"(4096, 1024)",4194304,-0.15260015428066254,-0.08862020634114742,-0.04173846449702978,-3.4214559718748205e-06,0.041851273737847805,0.08886351063847542,0.1527001429349184,0.10146283404901624,0.00022071719662163463,0.5753824581682876,0.08874185848981142,0.0014094093448609975,0.6245940832030193
